chromosome	window_pos_1	window_pos_2	group	pixy_pi	piawka_pi	pi_gain_piawka_vs_pixy	pixy_sites	piawka_sites	sites_gained_piawka_vs_pixy	sites_gained_pct_vs_pixy
scaffold_1	1330000	1340000	MIX Central Siberia	0.001818069307706	0.00480865	0.0029905806922940004	4559.0	8511.0	3952.0	86.68567668348321
scaffold_1	1330000	1340000	MIX Sibiryakov Island	0.0026347536037277	0.00435941	0.0017246563962723003	4527.0	8760.0	4233.0	93.50563286944997
scaffold_1	1330000	1340000	North America	0.0029834097931443	0.0050319	0.0020484902068556997	4595.0	8628.0	4033.0	87.76931447225245
scaffold_1	1330000	1340000	Northern Ural	0.0022494602740492	0.00715029	0.0049008297259508	4538.0	8452.0	3914.0	86.24944909651829
scaffold_1	1330000	1340000	Scandinavia	0.0037617837447835	0.0074032	0.0036414162552165005	4595.0	8708.0	4113.0	89.51033732317737
scaffold_1	1330000	1340000	Siberia SC	3.0271596766186223e-05	0.000270934	0.0002406624032338138	4537.0	8865.0	4328.0	95.3934317831166
scaffold_1	1330000	1340000	West Siberia	0.0030686687992812	0.00542598	0.0023573112007188005	4630.0	8910.0	4280.0	92.44060475161987
scaffold_1	1330000	1340000	admixed	0.0042432594720671	0.00779968	0.0035564205279329	4556.0	8800.0	4244.0	93.15188762071993
scaffold_1	1340000	1350000	Central Europe	0.0023763986772239	0.00748946	0.0051130613227761	5278.0	8077.0	2799.0	53.03145130731337
scaffold_1	1340000	1350000	East Siberia	0.0008171759802983	0.00143109	0.0006139140197017001	5309.0	9221.0	3912.0	73.68619325673384
scaffold_1	1340000	1350000	Karelia	0.0004047501556543	0.000694395	0.0002896448443457	5308.0	9281.0	3973.0	74.84928409947248
scaffold_1	1340000	1350000	MIX Amur Basin	0.0018370478165934	0.00331007	0.0014730221834066	4792.0	8443.0	3651.0	76.18948247078464
scaffold_1	1340000	1350000	MIX Central Siberia	0.0008616597282878	0.00224675	0.0013850902717122	5240.0	8932.0	3692.0	70.45801526717558
scaffold_1	1340000	1350000	MIX Sibiryakov Island	0.0015702035945868	0.00335968	0.0017894764054131999	5200.0	9069.0	3869.0	74.40384615384616
scaffold_1	1340000	1350000	North America	0.0013625775968129	0.00236476	0.0010021824031871001	5274.0	8870.0	3596.0	68.18354190367842
scaffold_1	1340000	1350000	Northern Ural	0.0006723602319599	0.0035856	0.0029132397680401	5215.0	8810.0	3595.0	68.93576222435283
scaffold_1	1340000	1350000	Scandinavia	0.0022414489840087	0.00478979	0.0025483410159913003	5274.0	9072.0	3798.0	72.01365187713311
scaffold_1	1340000	1350000	Siberia SC	9.83722899312448e-05	0.000200754	0.00010238171006875521	5224.0	9183.0	3959.0	75.78483920367535
scaffold_1	1340000	1350000	West Siberia	0.0016942438516468	0.00305661	0.0013623661483532	5298.0	9089.0	3791.0	71.55530388825973
scaffold_1	1340000	1350000	admixed	0.0021152110422432	0.00453317	0.0024179589577568005	5238.0	9112.0	3874.0	73.95952653684613
scaffold_1	1350000	1360000	Central Europe	0.0018359593963243	0.00726491	0.0054289506036757	5268.0	7879.0	2611.0	49.56340167046317
scaffold_1	1350000	1360000	East Siberia	0.0006845433712271	0.00136668	0.0006821366287729001	5291.0	8827.0	3536.0	66.83046683046683
scaffold_1	1350000	1360000	Karelia	0.0004537301837525	0.000952984	0.0004992538162475	5290.0	9143.0	3853.0	72.83553875236295
scaffold_1	1350000	1360000	MIX Amur Basin	0.0021655022756837	0.00366156	0.0014960577243163	4773.0	8248.0	3475.0	72.80536350303792
scaffold_1	1350000	1360000	MIX Central Siberia	0.0009721743357279	0.00287092	0.0018987456642720999	5238.0	8661.0	3423.0	65.34936998854525
scaffold_1	1350000	1360000	MIX Sibiryakov Island	0.0016455704991563	0.00360103	0.0019554595008437	5216.0	8961.0	3745.0	71.79831288343557
scaffold_1	1350000	1360000	North America	0.0017653179920657	0.00372018	0.0019548620079343	5262.0	8567.0	3305.0	62.80881793994679
scaffold_1	1350000	1360000	Northern Ural	0.0011398100849044	0.00463772	0.0034979099150955996	5218.0	8663.0	3445.0	66.02146416251438
scaffold_1	1350000	1360000	Scandinavia	0.0022950317807823	0.00500012	0.0027050882192177004	5262.0	8771.0	3509.0	66.68567084758647
scaffold_1	1350000	1360000	Siberia SC	0.0001334925876484	0.000163038	2.954541235160001e-05	5219.0	9035.0	3816.0	73.11745545123587
scaffold_1	1350000	1360000	West Siberia	0.0013912056829368	0.00319103	0.0017998243170632001	5286.0	8991.0	3705.0	70.09080590238366
scaffold_1	1350000	1360000	admixed	0.0018339426991544	0.00487026	0.0030363173008456004	5230.0	8972.0	3742.0	71.54875717017208
scaffold_1	1360000	1370000	Central Europe	0.0018794049941915	0.00712133	0.0052419250058085	5724.0	8459.0	2735.0	47.78127183787561
scaffold_1	1360000	1370000	East Siberia	0.000826835063158	0.00133523	0.0005083949368419999	5536.0	8661.0	3125.0	56.44869942196532
scaffold_1	1360000	1370000	Karelia	0.0009208286244229	0.00116874	0.0002479113755770999	5343.0	8745.0	3402.0	63.67209432902864
scaffold_1	1360000	1370000	MIX Amur Basin	0.0019000958003639	0.00382882	0.0019287241996361001	5121.0	8306.0	3185.0	62.19488381175552
scaffold_1	1360000	1370000	MIX Central Siberia	0.0010211741512331	0.00272966	0.0017084858487669001	5614.0	8875.0	3261.0	58.08692554328465
scaffold_1	1360000	1370000	MIX Sibiryakov Island	0.001310489466609	0.0025633	0.001252810533391	5232.0	8492.0	3260.0	62.30886850152905
scaffold_1	1360000	1370000	North America	0.0016144939570958	0.00237856	0.0007640660429042	5500.0	8893.0	3393.0	61.690909090909095
scaffold_1	1360000	1370000	Northern Ural	0.0016873707805649	0.00491324	0.0032258692194351004	5583.0	8648.0	3065.0	54.89879992835394
scaffold_1	1360000	1370000	Scandinavia	0.0017411987395313	0.00410509	0.0023638912604686995	5615.0	8916.0	3301.0	58.78895814781835
scaffold_1	1360000	1370000	Siberia SC	0.0002677703654239	0.000361716	9.394563457610001e-05	5650.0	9226.0	3576.0	63.292035398230084
scaffold_1	1360000	1370000	West Siberia	0.0021228288683271	0.00418313	0.0020603011316729	5716.0	8928.0	3212.0	56.19314205738279
scaffold_1	1360000	1370000	admixed	0.0023566339569122	0.00477314	0.0024165060430878004	5606.0	8921.0	3315.0	59.13307170888334
scaffold_1	1370000	1380000	Central Europe	0.0021292224513951	0.00885491	0.0067256875486049	4504.0	7722.0	3218.0	71.44760213143873
scaffold_1	1370000	1380000	East Siberia	0.0008488695385812	0.00193699	0.0010881204614188	4350.0	8582.0	4232.0	97.28735632183908
scaffold_1	1370000	1380000	Karelia	0.002137823719572	0.00466478	0.002526956280428	4446.0	8789.0	4343.0	97.68331084120557
scaffold_1	1370000	1380000	MIX Amur Basin	0.0025569332740036	0.00487018	0.0023132467259964	3886.0	7817.0	3931.0	101.15800308800824
scaffold_1	1370000	1380000	MIX Central Siberia	0.0009406935175377	0.00281336	0.0018726664824623	4376.0	8590.0	4214.0	96.29798903107861
scaffold_1	1370000	1380000	MIX Sibiryakov Island	0.0010887592320817	0.00214472	0.0010559607679183002	4091.0	8332.0	4241.0	103.66658518699585
scaffold_1	1370000	1380000	North America	0.0011641834014102	0.00176722	0.0006030365985897998	4225.0	8277.0	4052.0	95.90532544378698
scaffold_1	1370000	1380000	Northern Ural	0.0010489158594915	0.00466362	0.0036147041405085005	4394.0	8368.0	3974.0	90.44151115157032
scaffold_1	1370000	1380000	Scandinavia	0.0018231961864383	0.00455016	0.0027269638135617004	4493.0	8638.0	4145.0	92.25461829512575
scaffold_1	1370000	1380000	Siberia SC	0.0004489832400376	0.000608447	0.00015946375996240002	4432.0	8817.0	4385.0	98.93953068592057
scaffold_1	1370000	1380000	West Siberia	0.0023527582342489	0.00467909	0.0023263317657511	4397.0	8507.0	4110.0	93.4728223788947
scaffold_1	1370000	1380000	admixed	0.0020307358317386	0.00490508	0.0028743441682614	4441.0	8709.0	4268.0	96.10448097275388
scaffold_1	1380000	1390000	Central Europe	0.0033028444845758	0.0105027	0.0071998555154242	4040.0	6812.0	2772.0	68.61386138613862
scaffold_1	1380000	1390000	East Siberia	0.0024452808827134	0.00323879	0.0007935091172866001	4079.0	8320.0	4241.0	103.97156165726894
scaffold_1	1380000	1390000	Karelia	0.0021785726997521	0.0045561	0.0023775273002479003	4070.0	8559.0	4489.0	110.29484029484028
scaffold_1	1380000	1390000	MIX Amur Basin	0.0043167964404894	0.00737704	0.0030602435595106	3582.0	7589.0	4007.0	111.86487995533221
scaffold_1	1380000	1390000	MIX Central Siberia	0.0019905936299666	0.00550757	0.0035169763700334	4002.0	8056.0	4054.0	101.29935032483759
scaffold_1	1380000	1390000	MIX Sibiryakov Island	0.00463428920942	0.00622699	0.0015927007905799997	3949.0	8297.0	4348.0	110.10382375284881
scaffold_1	1380000	1390000	North America	0.0013540759977555	0.00228321	0.0009291340022445	4025.0	8130.0	4105.0	101.98757763975155
scaffold_1	1380000	1390000	Northern Ural	0.0017343798203638	0.00743267	0.0056982901796362	3950.0	7912.0	3962.0	100.30379746835443
scaffold_1	1380000	1390000	Scandinavia	0.0023180576578359	0.00385847	0.0015404123421641001	4033.0	8254.0	4221.0	104.66154227622117
scaffold_1	1380000	1390000	Siberia SC	0.0001527420782946	0.000423592	0.00027084992170539997	3981.0	8531.0	4550.0	114.29289123335846
scaffold_1	1380000	1390000	West Siberia	0.0025246014276025	0.00418425	0.0016596485723974997	4046.0	8284.0	4238.0	104.74542758279783
scaffold_1	1380000	1390000	admixed	0.0034877557152937	0.00780491	0.0043171542847063	3981.0	8253.0	4272.0	107.30972117558402
scaffold_1	1390000	1400000	Central Europe	0.0035536715306541	0.00986828	0.0063146084693459	4745.0	7291.0	2546.0	53.65648050579558
scaffold_1	1390000	1400000	East Siberia	0.0035504823115826	0.0041108	0.0005603176884174002	4778.0	8601.0	3823.0	80.01255755546254
scaffold_1	1390000	1400000	Karelia	0.0027636696033216	0.00523586	0.0024721903966784	4723.0	8871.0	4148.0	87.82553461782766
scaffold_1	1390000	1400000	MIX Amur Basin	0.0043434548584921	0.00613917	0.0017957151415078998	4251.0	7995.0	3744.0	88.07339449541286
scaffold_1	1390000	1400000	MIX Central Siberia	0.003045744089429	0.00637705	0.0033313059105710002	4711.0	8374.0	3663.0	77.75419231585651
scaffold_1	1390000	1400000	MIX Sibiryakov Island	0.0035350422948035	0.00496668	0.0014316377051965	4526.0	8496.0	3970.0	87.71542200618649
scaffold_1	1390000	1400000	North America	0.0022948164417375	0.00337626	0.0010814435582624997	4703.0	8279.0	3576.0	76.03657240059536
scaffold_1	1390000	1400000	Northern Ural	0.0025825993008258	0.00839569	0.005813090699174201	4635.0	8157.0	3522.0	75.98705501618123
scaffold_1	1390000	1400000	Scandinavia	0.005205550830538	0.00673311	0.0015275591694619995	4730.0	8463.0	3733.0	78.92177589852008
scaffold_1	1390000	1400000	Siberia SC	0.0006402926156834	0.000771397	0.00013110438431659997	4691.0	8763.0	4072.0	86.80451929226177
scaffold_1	1390000	1400000	West Siberia	0.0032641968374059	0.00447151	0.0012073131625940999	4700.0	8666.0	3966.0	84.38297872340425
scaffold_1	1390000	1400000	admixed	0.0039221825248207	0.00763622	0.0037140374751793003	4679.0	8646.0	3967.0	84.78307330626203
scaffold_1	1400000	1410000	Central Europe	0.0015554629300156	0.007479	0.005923537069984401	5140.0	8166.0	3026.0	58.871595330739304
scaffold_1	1400000	1410000	East Siberia	0.0006621105182951	0.00112171	0.0004595994817048999	5170.0	8912.0	3742.0	72.37911025145067
scaffold_1	1400000	1410000	Karelia	0.0015760053272664	0.00218102	0.0006050146727336	5169.0	9061.0	3892.0	75.29502805184755
scaffold_1	1400000	1410000	MIX Amur Basin	0.0022177345327703	0.00301356	0.0007958254672297002	4609.0	8140.0	3531.0	76.6109785202864
scaffold_1	1400000	1410000	MIX Central Siberia	0.002127009637384	0.00376375	0.001636740362616	5092.0	8783.0	3691.0	72.48625294579732
scaffold_1	1400000	1410000	MIX Sibiryakov Island	0.0021695454251566	0.00375482	0.0015852745748433997	5064.0	8830.0	3766.0	74.36808846761454
scaffold_1	1400000	1410000	North America	0.0013750755486462	0.00194188	0.0005668044513538	5138.0	8813.0	3675.0	71.5258855585831
scaffold_1	1400000	1410000	Northern Ural	0.00064588870213	0.00416582	0.00351993129787	5067.0	8538.0	3471.0	68.50207223209
scaffold_1	1400000	1410000	Scandinavia	0.0010856336793859	0.00291267	0.0018270363206141	5138.0	8829.0	3691.0	71.83729077462047
scaffold_1	1400000	1410000	Siberia SC	7.855430842979072e-05	0.000140477	6.192269157020927e-05	5069.0	8944.0	3875.0	76.44505819688301
scaffold_1	1400000	1410000	West Siberia	0.0025151092990588	0.0046779	0.0021627907009411996	5158.0	8878.0	3720.0	72.12097712291586
scaffold_1	1400000	1410000	admixed	0.0029639917432017	0.00548355	0.0025195582567983004	5086.0	8868.0	3782.0	74.3609909555643
scaffold_1	1410000	1420000	Central Europe	0.0021042662147597	0.00848536	0.006381093785240301	3574.0	6456.0	2882.0	80.63794068270845
scaffold_1	1410000	1420000	East Siberia	0.0016488052533462	0.00320201	0.0015532047466537999	3616.0	8253.0	4637.0	128.23561946902655
scaffold_1	1410000	1420000	Karelia	0.0017522633609458	0.00410344	0.0023511766390542	3611.0	8679.0	5068.0	140.3489338133481
scaffold_1	1410000	1420000	MIX Amur Basin	0.0029020133331499	0.00548415	0.0025821366668501	3226.0	7696.0	4470.0	138.56168629882205
scaffold_1	1410000	1420000	MIX Central Siberia	0.001207737448285	0.00481503	0.003607292551715	3541.0	7975.0	4434.0	125.21886472747812
scaffold_1	1410000	1420000	MIX Sibiryakov Island	0.0022255869529525	0.00782848	0.005602893047047501	3513.0	8353.0	4840.0	137.7739823512667
scaffold_1	1410000	1420000	North America	0.0022672787074987	0.00387451	0.0016072312925012999	3565.0	8079.0	4514.0	126.61991584852734
scaffold_1	1410000	1420000	Northern Ural	0.0007399088894781	0.00498393	0.0042440211105219	3513.0	7901.0	4388.0	124.90748647879306
scaffold_1	1410000	1420000	Scandinavia	0.0028112888181351	0.00544579	0.0026345011818649	3565.0	8226.0	4661.0	130.74333800841515
scaffold_1	1410000	1420000	Siberia SC	0.0002376357592201	0.000591881	0.0003542452407799	3532.0	8535.0	5003.0	141.64779161947905
scaffold_1	1410000	1420000	West Siberia	0.0027670241571052	0.00710114	0.0043341158428948	3606.0	8166.0	4560.0	126.4559068219634
scaffold_1	1410000	1420000	admixed	0.0027348100665892	0.00866633	0.0059315199334108	3536.0	8210.0	4674.0	132.18325791855204
scaffold_1	1420000	1430000	Central Europe	0.0027493700487457	0.00910162	0.0063522499512543	3125.0	6159.0	3034.0	97.088
scaffold_1	1420000	1430000	East Siberia	0.0017358546014444	0.00272796	0.0009921053985556003	3186.0	7949.0	4763.0	149.49780288763338
scaffold_1	1420000	1430000	Karelia	0.0025743980749996	0.00599044	0.0034160419250003995	3178.0	8406.0	5228.0	164.5059786028949
scaffold_1	1420000	1430000	MIX Amur Basin	0.0031598103010918	0.00548013	0.0023203196989082	2800.0	7541.0	4741.0	169.32142857142858
scaffold_1	1420000	1430000	MIX Central Siberia	0.0016470123816713	0.00375811	0.0021110976183287	3093.0	7632.0	4539.0	146.75072744907857
scaffold_1	1420000	1430000	MIX Sibiryakov Island	0.0022749444419707	0.00466813	0.0023931855580293	3050.0	8173.0	5123.0	167.9672131147541
scaffold_1	1420000	1430000	North America	0.0021918004806082	0.0032616	0.0010697995193917997	3117.0	7540.0	4423.0	141.89926211100416
scaffold_1	1420000	1430000	Northern Ural	0.0013071234625482	0.00409644	0.0027893165374518	3058.0	7619.0	4561.0	149.14977109221715
scaffold_1	1420000	1430000	Scandinavia	0.0021163705993755	0.00526001	0.0031436394006245	3117.0	7711.0	4594.0	147.38530638434392
scaffold_1	1420000	1430000	Siberia SC	8.418647303777868e-05	0.0010453	0.0009611135269622215	3078.0	8356.0	5278.0	171.4749837556855
scaffold_1	1420000	1430000	West Siberia	0.001591820970493	0.00317269	0.001580869029507	3172.0	8143.0	4971.0	156.71500630517022
scaffold_1	1420000	1430000	admixed	0.0021413187403968	0.00511751	0.0029761912596031996	3087.0	8085.0	4998.0	161.9047619047619
scaffold_1	1430000	1440000	Central Europe	0.0033356604141481	0.0105531	0.007217439585851899	3354.0	6141.0	2787.0	83.09481216457961
scaffold_1	1430000	1440000	East Siberia	0.0016011486900951	0.00459919	0.0029980413099049003	3401.0	8082.0	4681.0	137.63598941487797
scaffold_1	1430000	1440000	Karelia	0.002048681626693	0.00680061	0.004751928373307001	3399.0	8419.0	5020.0	147.69049720506032
scaffold_1	1430000	1440000	MIX Amur Basin	0.0020898166867319	0.00481829	0.0027284733132681	3005.0	7663.0	4658.0	155.00831946755406
scaffold_1	1430000	1440000	MIX Central Siberia	0.0015713245203355	0.00649823	0.0049269054796645	3324.0	7614.0	4290.0	129.06137184115522
scaffold_1	1430000	1440000	MIX Sibiryakov Island	0.0018174911173846	0.00701956	0.0052020688826154	3264.0	8135.0	4871.0	149.234068627451
scaffold_1	1430000	1440000	North America	0.0017770341356234	0.00430439	0.0025273558643766	3347.0	7940.0	4593.0	137.22736779205258
scaffold_1	1430000	1440000	Northern Ural	0.0013776095062225	0.00706223	0.0056846204937775	3289.0	7445.0	4156.0	126.36059592581333
scaffold_1	1430000	1440000	Scandinavia	0.0021939621396682	0.00679194	0.0045979778603318	3347.0	7711.0	4364.0	130.38541977890648
scaffold_1	1430000	1440000	Siberia SC	7.837626766615069e-05	0.000756352	0.0006779757323338493	3310.0	8456.0	5146.0	155.46827794561932
scaffold_1	1430000	1440000	West Siberia	0.0027902720828116	0.00612557	0.0033352979171884004	3389.0	8027.0	4638.0	136.85452935969315
scaffold_1	1430000	1440000	admixed	0.0030327889228627	0.00895216	0.0059193710771373005	3320.0	8067.0	4747.0	142.98192771084337
scaffold_1	1440000	1450000	Central Europe	0.0024656192319462	0.00888537	0.0064197507680537995	3945.0	7087.0	3142.0	79.64512040557668
scaffold_1	1440000	1450000	East Siberia	0.0020445825583706	0.00446783	0.0024232474416294	3981.0	8347.0	4366.0	109.67093695051496
scaffold_1	1440000	1450000	Karelia	0.0020443732799961	0.00460746	0.0025630867200039	3978.0	8837.0	4859.0	122.1468074409251
scaffold_1	1440000	1450000	MIX Amur Basin	0.001991681904557	0.0045456	0.0025539180954430004	3546.0	7777.0	4231.0	119.31754089114494
scaffold_1	1440000	1450000	MIX Central Siberia	0.0016931005245838	0.00445198	0.0027588794754162004	3901.0	8044.0	4143.0	106.2035375544732
scaffold_1	1440000	1450000	MIX Sibiryakov Island	0.0018774534903567	0.0044094	0.0025319465096433	3850.0	8630.0	4780.0	124.15584415584415
scaffold_1	1440000	1450000	North America	0.0017671766286027	0.00387026	0.0021030833713973	3935.0	8147.0	4212.0	107.03939008894537
scaffold_1	1440000	1450000	Northern Ural	0.0017331381868063	0.00553005	0.0037969118131937	3866.0	7871.0	4005.0	103.59544749094671
scaffold_1	1440000	1450000	Scandinavia	0.001537903026877	0.00331203	0.0017741269731230002	3931.0	8143.0	4212.0	107.14830831849402
scaffold_1	1440000	1450000	Siberia SC	0.0004518303861848	0.000718887	0.0002670566138152	3883.0	8754.0	4871.0	125.444244141128
scaffold_1	1440000	1450000	West Siberia	0.0021207003365254	0.00472378	0.0026030796634746002	3962.0	8433.0	4471.0	112.84704694598689
scaffold_1	1440000	1450000	admixed	0.0023914713384175	0.00623241	0.0038409386615825	3895.0	8370.0	4475.0	114.89088575096278
scaffold_1	1450000	1460000	Central Europe	0.002814821358985	0.00923861	0.0064237886410149995	3902.0	6848.0	2946.0	75.49974372116863
scaffold_1	1450000	1460000	East Siberia	0.0013013696653652	0.00418707	0.0028857003346348005	3972.0	8052.0	4080.0	102.7190332326284
scaffold_1	1450000	1460000	Karelia	0.0023057880870468	0.00471122	0.0024054319129532004	3593.0	8236.0	4643.0	129.22349011967717
scaffold_1	1450000	1460000	MIX Amur Basin	0.0026366767111493	0.00568905	0.0030523732888507	3283.0	7440.0	4157.0	126.62199208041424
scaffold_1	1450000	1460000	MIX Central Siberia	0.0014750430177838	0.00487594	0.0034008969822161995	3879.0	7942.0	4063.0	104.74349059035835
scaffold_1	1450000	1460000	MIX Sibiryakov Island	0.0026077580802888	0.00648741	0.0038796519197112	3463.0	7928.0	4465.0	128.93444989893158
scaffold_1	1450000	1460000	North America	0.0032152487460352	0.00499288	0.0017776312539647997	3800.0	7560.0	3760.0	98.94736842105263
scaffold_1	1450000	1460000	Northern Ural	0.0006583145171193	0.00469583	0.0040375154828807	3567.0	7531.0	3964.0	111.12980095318194
scaffold_1	1450000	1460000	Scandinavia	0.0019001224771731	0.00462423	0.0027241075228268997	3830.0	8098.0	4268.0	111.4360313315927
scaffold_1	1450000	1460000	Siberia SC	0.0002706282849288	0.000552327	0.00028169871507120005	3879.0	8568.0	4689.0	120.88167053364269
scaffold_1	1450000	1460000	West Siberia	0.001743531066204	0.00458689	0.0028433589337959995	3699.0	8149.0	4450.0	120.30278453636119
scaffold_1	1450000	1460000	admixed	0.002820939183304	0.00757248	0.004751540816696	3888.0	8341.0	4453.0	114.53189300411523
scaffold_1	1460000	1470000	Central Europe	0.0027320027036892	0.00826169	0.005529687296310801	5738.0	8055.0	2317.0	40.37992331822935
scaffold_1	1460000	1470000	East Siberia	0.0029903438431795	0.00502318	0.0020328361568205003	5773.0	9055.0	3282.0	56.85085743980599
scaffold_1	1460000	1470000	Karelia	0.0033800675503311	0.00503813	0.0016580624496688998	5243.0	8768.0	3525.0	67.23250047682625
scaffold_1	1460000	1470000	MIX Amur Basin	0.0035122902459157	0.00662506	0.0031127697540843003	4579.0	7661.0	3082.0	67.3072723302031
scaffold_1	1460000	1470000	MIX Central Siberia	0.0021483833474052	0.00544976	0.0033013766525947998	5736.0	9025.0	3289.0	57.33960948396095
scaffold_1	1460000	1470000	MIX Sibiryakov Island	0.0034028649413264	0.00509903	0.0016961650586736002	4220.0	7478.0	3258.0	77.20379146919431
scaffold_1	1460000	1470000	North America	0.0015781447506496	0.00322978	0.0016516352493503997	2287.0	4768.0	2481.0	108.4827284652383
scaffold_1	1460000	1470000	Northern Ural	0.0020338152655664	0.00567874	0.0036449247344335998	4818.0	7902.0	3084.0	64.00996264009963
scaffold_1	1460000	1470000	Scandinavia	0.003646244963729	0.00580519	0.002158945036271	5587.0	8692.0	3105.0	55.575442992661536
scaffold_1	1460000	1470000	Siberia SC	0.0006823180576888	0.000751867	6.95489423112e-05	5731.0	9249.0	3518.0	61.38544756586983
scaffold_1	1460000	1470000	West Siberia	0.0023603962442347	0.00493365	0.0025732537557653003	5233.0	8509.0	3276.0	62.60271354863367
scaffold_1	1460000	1470000	admixed	0.0037377812305973	0.00653619	0.0027984087694027	5655.0	8979.0	3324.0	58.779840848806366
scaffold_1	1470000	1480000	Central Europe	0.0069855044967533	0.0132523	0.0062667955032467	3451.0	6362.0	2911.0	84.35236163430889
scaffold_1	1470000	1480000	East Siberia	0.005736588178149	0.0112427	0.005506111821851	3469.0	7507.0	4038.0	116.40242144710291
scaffold_1	1470000	1480000	Karelia	0.0007887168888622	0.00135846	0.0005697431111378	3387.0	8114.0	4727.0	139.56303513433716
scaffold_1	1470000	1480000	MIX Amur Basin	0.0035271565495207	0.00909225	0.0055650934504793	3077.0	7458.0	4381.0	142.37894052648684
scaffold_1	1470000	1480000	MIX Central Siberia	0.0056764812521258	0.0114358	0.0057593187478741995	3419.0	7195.0	3776.0	110.4416496051477
scaffold_1	1470000	1480000	MIX Sibiryakov Island	0.0048247749941381	0.00951477	0.0046899950058619	3218.0	7651.0	4433.0	137.75637041640772
scaffold_1	1470000	1480000	North America	0.0074024129404441	0.0139798	0.006577387059555901	3436.0	7236.0	3800.0	110.59371362048893
scaffold_1	1470000	1480000	Northern Ural	0.0025665659071765	0.00897513	0.006408564092823499	3315.0	7481.0	4166.0	125.67119155354449
scaffold_1	1470000	1480000	Scandinavia	0.0040656631136516	0.00734699	0.0032813268863484003	3399.0	7750.0	4351.0	128.00823771697557
scaffold_1	1470000	1480000	Siberia SC	0.0003026977940898	0.000736237	0.00043353920591020006	3411.0	8535.0	5124.0	150.2198768689534
scaffold_1	1470000	1480000	West Siberia	0.0018076522411334	0.00334668	0.0015390277588665999	3422.0	8037.0	4615.0	134.8626534190532
scaffold_1	1470000	1480000	admixed	0.0066198103206736	0.0145886	0.007968789679326401	3377.0	7979.0	4602.0	136.27480011844833
scaffold_1	1480000	1490000	Central Europe	0.0070718969420818	0.0148162	0.0077443030579182	4442.0	6878.0	2436.0	54.84016208914903
scaffold_1	1480000	1490000	East Siberia	0.0026685719842817	0.00611509	0.0034465180157183	4636.0	8440.0	3804.0	82.053494391717
scaffold_1	1480000	1490000	Karelia	0.0008212447001469	0.0010111	0.00018985529985309998	3949.0	7710.0	3761.0	95.23930108888327
scaffold_1	1480000	1490000	MIX Amur Basin	0.0062047381967388	0.00973687	0.0035321318032611997	3863.0	7490.0	3627.0	93.89075847786694
scaffold_1	1480000	1490000	MIX Central Siberia	0.0052156744757321	0.00964468	0.004429005524267899	4739.0	8553.0	3814.0	80.48111415910529
scaffold_1	1480000	1490000	MIX Sibiryakov Island	0.0033318995467028	0.00700293	0.0036710304532972	3866.0	7249.0	3383.0	87.50646663217796
scaffold_1	1480000	1490000	North America	0.0073326317474276	0.012348	0.0050153682525724	4543.0	7941.0	3398.0	74.79639005062734
scaffold_1	1480000	1490000	Northern Ural	0.0020581846608433	0.0065907	0.0045325153391567	3982.0	7240.0	3258.0	81.81818181818183
scaffold_1	1480000	1490000	Scandinavia	0.0066267348812964	0.010985	0.0043582651187036	4554.0	7941.0	3387.0	74.3741765480896
scaffold_1	1480000	1490000	Siberia SC	0.0005207872920213	0.000863071	0.00034228370797869995	4739.0	8941.0	4202.0	88.66849546317789
scaffold_1	1480000	1490000	West Siberia	0.001603897181823	0.00281547	0.001211572818177	4100.0	7716.0	3616.0	88.19512195121952
scaffold_1	1480000	1490000	admixed	0.0044392083846526	0.00975431	0.005315101615347401	4735.0	8689.0	3954.0	83.50580781414995
scaffold_1	1490000	1500000	Central Europe	0.0016471995676017	0.0077974	0.0061502004323983	4556.0	7301.0	2745.0	60.25021949078139
scaffold_1	1490000	1500000	East Siberia	0.0018225422856865	0.00343155	0.0016090077143134998	4635.0	8386.0	3751.0	80.9277238403452
scaffold_1	1490000	1500000	Karelia	0.0009658462791644	0.00132286	0.00035701372083559997	4371.0	8300.0	3929.0	89.88789750629147
scaffold_1	1490000	1500000	MIX Amur Basin	0.0023518930055734	0.00587319	0.0035212969944266002	4005.0	7615.0	3610.0	90.13732833957553
scaffold_1	1490000	1500000	MIX Central Siberia	0.0016658197624008	0.00392518	0.0022593602375992	4500.0	8328.0	3828.0	85.06666666666666
scaffold_1	1490000	1500000	MIX Sibiryakov Island	0.002037621837685	0.00324649	0.001208868162315	4228.0	7861.0	3633.0	85.9271523178808
scaffold_1	1490000	1500000	North America	0.0017047447301918	0.00343942	0.0017346752698081998	4523.0	8335.0	3812.0	84.2803449038249
scaffold_1	1490000	1500000	Northern Ural	0.0009559749868999	0.00406754	0.0031115650131000997	4341.0	8041.0	3700.0	85.23381709283575
scaffold_1	1490000	1500000	Scandinavia	0.0027438594314969	0.0050485	0.0023046405685031002	4547.0	8475.0	3928.0	86.38662854629426
scaffold_1	1490000	1500000	Siberia SC	0.001163152468547	0.0015786	0.0004154475314530001	4554.0	8847.0	4293.0	94.26877470355731
scaffold_1	1490000	1500000	West Siberia	0.0016417276924509	0.00286355	0.0012218223075491	4499.0	8488.0	3989.0	88.66414758835298
scaffold_1	1490000	1500000	admixed	0.0024409711245918	0.00535948	0.0029185088754081997	4556.0	8624.0	4068.0	89.28884986830553
