chromosome	window_pos_1	window_pos_2	group	piawka_lines	pixy_no_sites	sites_gained_piawka_vs_pixy
scaffold_1	1620000	1630000	Northern Ural	7778.0	3669.0	4109.0
scaffold_1	1620000	1630000	Scandinavia	7966.0	3735.0	4231.0
scaffold_1	1620000	1630000	Siberia SC	8492.0	3692.0	4800.0
scaffold_1	1620000	1630000	West Siberia	8337.0	3778.0	4559.0
scaffold_1	1620000	1630000	admixed	8176.0	3697.0	4479.0
scaffold_1	1630000	1640000	Central Europe	7550.0	4147.0	3403.0
scaffold_1	1630000	1640000	East Siberia	8256.0	4191.0	4065.0
scaffold_1	1630000	1640000	Karelia	8751.0	4187.0	4564.0
scaffold_1	1630000	1640000	MIX Amur Basin	7805.0	3694.0	4111.0
scaffold_1	1630000	1640000	MIX Central Siberia	8147.0	4102.0	4045.0
scaffold_1	1630000	1640000	MIX Sibiryakov Island	8540.0	4065.0	4475.0
scaffold_1	1630000	1640000	North America	8311.0	4142.0	4169.0
scaffold_1	1630000	1640000	Northern Ural	8028.0	4068.0	3960.0
scaffold_1	1630000	1640000	Scandinavia	8406.0	4142.0	4264.0
scaffold_1	1630000	1640000	Siberia SC	8702.0	4073.0	4629.0
scaffold_1	1630000	1640000	West Siberia	8486.0	4181.0	4305.0
scaffold_1	1630000	1640000	admixed	8467.0	4090.0	4377.0
scaffold_1	1640000	1650000	Central Europe	7043.0	4154.0	2889.0
scaffold_1	1640000	1650000	East Siberia	8141.0	4185.0	3956.0
scaffold_1	1640000	1650000	Karelia	8856.0	4181.0	4675.0
scaffold_1	1640000	1650000	MIX Amur Basin	7811.0	3700.0	4111.0
scaffold_1	1640000	1650000	MIX Central Siberia	8245.0	4129.0	4116.0
scaffold_1	1640000	1650000	MIX Sibiryakov Island	8536.0	4079.0	4457.0
scaffold_1	1640000	1650000	North America	7946.0	4002.0	3944.0
scaffold_1	1640000	1650000	Northern Ural	7816.0	4080.0	3736.0
scaffold_1	1640000	1650000	Scandinavia	8183.0	4149.0	4034.0
scaffold_1	1640000	1650000	Siberia SC	8863.0	4116.0	4747.0
scaffold_1	1640000	1650000	West Siberia	8361.0	4175.0	4186.0
scaffold_1	1640000	1650000	admixed	8293.0	4124.0	4169.0
scaffold_1	1650000	1660000	Central Europe	6911.0	4281.0	2630.0
scaffold_1	1650000	1660000	East Siberia	8417.0	4342.0	4075.0
scaffold_1	1650000	1660000	Karelia	8599.0	4268.0	4331.0
scaffold_1	1650000	1660000	MIX Amur Basin	7866.0	4005.0	3861.0
scaffold_1	1650000	1660000	MIX Central Siberia	8334.0	4355.0	3979.0
scaffold_1	1650000	1660000	MIX Sibiryakov Island	7808.0	3595.0	4213.0
scaffold_1	1650000	1660000	North America	7951.0	4346.0	3605.0
scaffold_1	1650000	1660000	Northern Ural	7947.0	4042.0	3905.0
scaffold_1	1650000	1660000	Scandinavia	8283.0	4307.0	3976.0
scaffold_1	1650000	1660000	Siberia SC	8850.0	4354.0	4496.0
scaffold_1	1650000	1660000	West Siberia	8317.0	4238.0	4079.0
scaffold_1	1650000	1660000	admixed	8407.0	4191.0	4216.0
scaffold_1	1660000	1670000	Central Europe	6824.0	4012.0	2812.0
scaffold_1	1660000	1670000	East Siberia	8319.0	4042.0	4277.0
scaffold_1	1660000	1670000	Karelia	8779.0	4046.0	4733.0
scaffold_1	1660000	1670000	MIX Amur Basin	7579.0	3509.0	4070.0
scaffold_1	1660000	1670000	MIX Central Siberia	8033.0	3958.0	4075.0
scaffold_1	1660000	1670000	MIX Sibiryakov Island	8391.0	3876.0	4515.0
scaffold_1	1660000	1670000	North America	8032.0	3998.0	4034.0
scaffold_1	1660000	1670000	Northern Ural	7896.0	3898.0	3998.0
scaffold_1	1660000	1670000	Scandinavia	8292.0	3998.0	4294.0
scaffold_1	1660000	1670000	Siberia SC	8582.0	3965.0	4617.0
scaffold_1	1660000	1670000	West Siberia	8384.0	4016.0	4368.0
scaffold_1	1660000	1670000	admixed	8367.0	3933.0	4434.0
scaffold_1	1670000	1680000	Central Europe	7595.0	4591.0	3004.0
scaffold_1	1670000	1680000	East Siberia	8478.0	4638.0	3840.0
scaffold_1	1670000	1680000	Karelia	8890.0	4635.0	4255.0
scaffold_1	1670000	1680000	MIX Amur Basin	7896.0	4159.0	3737.0
scaffold_1	1670000	1680000	MIX Central Siberia	8354.0	4557.0	3797.0
scaffold_1	1670000	1680000	MIX Sibiryakov Island	8642.0	4527.0	4115.0
scaffold_1	1670000	1680000	North America	8344.0	4589.0	3755.0
scaffold_1	1670000	1680000	Northern Ural	8117.0	4532.0	3585.0
scaffold_1	1670000	1680000	Scandinavia	8528.0	4589.0	3939.0
scaffold_1	1670000	1680000	Siberia SC	8745.0	4539.0	4206.0
scaffold_1	1670000	1680000	West Siberia	8584.0	4629.0	3955.0
scaffold_1	1670000	1680000	admixed	8569.0	4553.0	4016.0
scaffold_1	1680000	1690000	Central Europe	8149.0	4764.0	3385.0
scaffold_1	1680000	1690000	East Siberia	8821.0	4820.0	4001.0
scaffold_1	1680000	1690000	Karelia	9063.0	4818.0	4245.0
scaffold_1	1680000	1690000	MIX Amur Basin	8059.0	4265.0	3794.0
scaffold_1	1680000	1690000	MIX Central Siberia	8621.0	4724.0	3897.0
scaffold_1	1680000	1690000	MIX Sibiryakov Island	8748.0	4697.0	4051.0
scaffold_1	1680000	1690000	North America	8641.0	4760.0	3881.0
scaffold_1	1680000	1690000	Northern Ural	8285.0	4698.0	3587.0
scaffold_1	1680000	1690000	Scandinavia	8846.0	4760.0	4086.0
scaffold_1	1680000	1690000	Siberia SC	8883.0	4698.0	4185.0
scaffold_1	1680000	1690000	West Siberia	8748.0	4804.0	3944.0
scaffold_1	1680000	1690000	admixed	8807.0	4721.0	4086.0
scaffold_1	1690000	1700000	Central Europe	7043.0	4018.0	3025.0
scaffold_1	1690000	1700000	East Siberia	8434.0	4069.0	4365.0
scaffold_1	1690000	1700000	Karelia	8632.0	4065.0	4567.0
scaffold_1	1690000	1700000	MIX Amur Basin	7688.0	3631.0	4057.0
scaffold_1	1690000	1700000	MIX Central Siberia	8277.0	3990.0	4287.0
scaffold_1	1690000	1700000	MIX Sibiryakov Island	8422.0	3943.0	4479.0
scaffold_1	1690000	1700000	North America	8135.0	4012.0	4123.0
scaffold_1	1690000	1700000	Northern Ural	7907.0	3962.0	3945.0
scaffold_1	1690000	1700000	Scandinavia	8303.0	4012.0	4291.0
scaffold_1	1690000	1700000	Siberia SC	8631.0	3973.0	4658.0
scaffold_1	1690000	1700000	West Siberia	8348.0	4053.0	4295.0
scaffold_1	1690000	1700000	admixed	8433.0	3987.0	4446.0
scaffold_1	1700000	1710000	Central Europe	7809.0	4992.0	2817.0
scaffold_1	1700000	1710000	East Siberia	8750.0	5026.0	3724.0
scaffold_1	1700000	1710000	Karelia	9068.0	5025.0	4043.0
scaffold_1	1700000	1710000	MIX Amur Basin	8248.0	4519.0	3729.0
scaffold_1	1700000	1710000	MIX Central Siberia	8588.0	4956.0	3632.0
scaffold_1	1700000	1710000	MIX Sibiryakov Island	8888.0	4928.0	3960.0
scaffold_1	1700000	1710000	North America	8616.0	4985.0	3631.0
scaffold_1	1700000	1710000	Northern Ural	8507.0	4935.0	3572.0
scaffold_1	1700000	1710000	Scandinavia	8786.0	4985.0	3801.0
scaffold_1	1700000	1710000	Siberia SC	9119.0	4937.0	4182.0
scaffold_1	1700000	1710000	West Siberia	8931.0	5015.0	3916.0
scaffold_1	1700000	1710000	admixed	8879.0	4953.0	3926.0
scaffold_1	1710000	1720000	Central Europe	7700.0	4786.0	2914.0
scaffold_1	1710000	1720000	East Siberia	8803.0	4814.0	3989.0
scaffold_1	1710000	1720000	Karelia	8538.0	4638.0	3900.0
scaffold_1	1710000	1720000	MIX Amur Basin	7637.0	4095.0	3542.0
scaffold_1	1710000	1720000	MIX Central Siberia	8330.0	4515.0	3815.0
scaffold_1	1710000	1720000	MIX Sibiryakov Island	8078.0	4366.0	3712.0
scaffold_1	1710000	1720000	North America	8311.0	4589.0	3722.0
scaffold_1	1710000	1720000	Northern Ural	7922.0	4421.0	3501.0
scaffold_1	1710000	1720000	Scandinavia	8487.0	4732.0	3755.0
scaffold_1	1710000	1720000	Siberia SC	8926.0	4756.0	4170.0
scaffold_1	1710000	1720000	West Siberia	8486.0	4690.0	3796.0
scaffold_1	1710000	1720000	admixed	8863.0	4757.0	4106.0
scaffold_1	1720000	1730000	Central Europe	7622.0	4547.0	3075.0
scaffold_1	1720000	1730000	East Siberia	8826.0	4596.0	4230.0
scaffold_1	1720000	1730000	Karelia	8855.0	4593.0	4262.0
scaffold_1	1720000	1730000	MIX Amur Basin	7927.0	4090.0	3837.0
scaffold_1	1720000	1730000	MIX Central Siberia	8573.0	4510.0	4063.0
scaffold_1	1720000	1730000	MIX Sibiryakov Island	8665.0	4474.0	4191.0
scaffold_1	1720000	1730000	North America	8333.0	4540.0	3793.0
scaffold_1	1720000	1730000	Northern Ural	8285.0	4478.0	3807.0
scaffold_1	1720000	1730000	Scandinavia	8508.0	4540.0	3968.0
scaffold_1	1720000	1730000	Siberia SC	8844.0	4480.0	4364.0
scaffold_1	1720000	1730000	West Siberia	8707.0	4580.0	4127.0
scaffold_1	1720000	1730000	admixed	8750.0	4505.0	4245.0
scaffold_1	1730000	1740000	Central Europe	7381.0	4652.0	2729.0
scaffold_1	1730000	1740000	East Siberia	8542.0	4687.0	3855.0
scaffold_1	1730000	1740000	Karelia	8912.0	4682.0	4230.0
scaffold_1	1730000	1740000	MIX Amur Basin	7946.0	4216.0	3730.0
scaffold_1	1730000	1740000	MIX Central Siberia	8406.0	4620.0	3786.0
scaffold_1	1730000	1740000	MIX Sibiryakov Island	8671.0	4581.0	4090.0
scaffold_1	1730000	1740000	North America	8606.0	4645.0	3961.0
scaffold_1	1730000	1740000	Northern Ural	8288.0	4597.0	3691.0
scaffold_1	1730000	1740000	Scandinavia	8480.0	4645.0	3835.0
scaffold_1	1730000	1740000	Siberia SC	8858.0	4607.0	4251.0
scaffold_1	1730000	1740000	West Siberia	8624.0	4675.0	3949.0
scaffold_1	1730000	1740000	admixed	8668.0	4616.0	4052.0
scaffold_1	1740000	1750000	Central Europe	7445.0	4565.0	2880.0
scaffold_1	1740000	1750000	East Siberia	8743.0	4600.0	4143.0
scaffold_1	1740000	1750000	Karelia	9017.0	4599.0	4418.0
scaffold_1	1740000	1750000	MIX Amur Basin	8069.0	4133.0	3936.0
scaffold_1	1740000	1750000	MIX Central Siberia	8563.0	4535.0	4028.0
scaffold_1	1740000	1750000	MIX Sibiryakov Island	8639.0	4471.0	4168.0
scaffold_1	1740000	1750000	North America	8547.0	4555.0	3992.0
scaffold_1	1740000	1750000	Northern Ural	8196.0	4492.0	3704.0
scaffold_1	1740000	1750000	Scandinavia	8400.0	4556.0	3844.0
scaffold_1	1740000	1750000	Siberia SC	8892.0	4518.0	4374.0
scaffold_1	1740000	1750000	West Siberia	8564.0	4599.0	3965.0
scaffold_1	1740000	1750000	admixed	8632.0	4528.0	4104.0
scaffold_1	1750000	1760000	Central Europe	7683.0	4624.0	3059.0
scaffold_1	1750000	1760000	East Siberia	8858.0	4670.0	4188.0
scaffold_1	1750000	1760000	Karelia	9085.0	4664.0	4421.0
scaffold_1	1750000	1760000	MIX Amur Basin	8150.0	4173.0	3977.0
scaffold_1	1750000	1760000	MIX Central Siberia	8699.0	4602.0	4097.0
scaffold_1	1750000	1760000	MIX Sibiryakov Island	8820.0	4566.0	4254.0
scaffold_1	1750000	1760000	North America	8557.0	4619.0	3938.0
scaffold_1	1750000	1760000	Northern Ural	8396.0	4571.0	3825.0
scaffold_1	1750000	1760000	Scandinavia	8389.0	4619.0	3770.0
scaffold_1	1750000	1760000	Siberia SC	8941.0	4578.0	4363.0
scaffold_1	1750000	1760000	West Siberia	8770.0	4656.0	4114.0
scaffold_1	1750000	1760000	admixed	8924.0	4598.0	4326.0
scaffold_1	1760000	1770000	Central Europe	7488.0	4134.0	3354.0
scaffold_1	1760000	1770000	East Siberia	8872.0	4178.0	4694.0
scaffold_1	1760000	1770000	Karelia	8904.0	4176.0	4728.0
scaffold_1	1760000	1770000	MIX Amur Basin	7995.0	3715.0	4280.0
scaffold_1	1760000	1770000	MIX Central Siberia	8546.0	4089.0	4457.0
scaffold_1	1760000	1770000	MIX Sibiryakov Island	8699.0	4059.0	4640.0
scaffold_1	1760000	1770000	North America	8550.0	4130.0	4420.0
scaffold_1	1760000	1770000	Northern Ural	8282.0	4060.0	4222.0
scaffold_1	1760000	1770000	Scandinavia	8436.0	4130.0	4306.0
scaffold_1	1760000	1770000	Siberia SC	8879.0	4067.0	4812.0
scaffold_1	1760000	1770000	West Siberia	8644.0	4162.0	4482.0
scaffold_1	1760000	1770000	admixed	8696.0	4084.0	4612.0
scaffold_1	1770000	1780000	Central Europe	6283.0	3454.0	2829.0
scaffold_1	1770000	1780000	East Siberia	8100.0	3478.0	4622.0
scaffold_1	1770000	1780000	Karelia	8593.0	3475.0	5118.0
scaffold_1	1770000	1780000	MIX Amur Basin	7557.0	3053.0	4504.0
scaffold_1	1770000	1780000	MIX Central Siberia	8007.0	3429.0	4578.0
scaffold_1	1770000	1780000	MIX Sibiryakov Island	8376.0	3404.0	4972.0
scaffold_1	1770000	1780000	North America	7823.0	3447.0	4376.0
scaffold_1	1770000	1780000	Northern Ural	7742.0	3408.0	4334.0
scaffold_1	1770000	1780000	Scandinavia	7908.0	3447.0	4461.0
scaffold_1	1770000	1780000	Siberia SC	8529.0	3413.0	5116.0
scaffold_1	1770000	1780000	West Siberia	8339.0	3470.0	4869.0
scaffold_1	1770000	1780000	admixed	8310.0	3425.0	4885.0
scaffold_1	1780000	1790000	Central Europe	5543.0	2415.0	3128.0
scaffold_1	1780000	1790000	East Siberia	7732.0	2449.0	5283.0
scaffold_1	1780000	1790000	Karelia	8086.0	2444.0	5642.0
scaffold_1	1780000	1790000	MIX Amur Basin	7140.0	2137.0	5003.0
scaffold_1	1780000	1790000	MIX Central Siberia	7567.0	2384.0	5183.0
scaffold_1	1780000	1790000	MIX Sibiryakov Island	7970.0	2349.0	5621.0
scaffold_1	1780000	1790000	North America	7253.0	2408.0	4845.0
scaffold_1	1780000	1790000	Northern Ural	7116.0	2349.0	4767.0
scaffold_1	1780000	1790000	Scandinavia	7313.0	2406.0	4907.0
scaffold_1	1780000	1790000	Siberia SC	8131.0	2370.0	5761.0
scaffold_1	1780000	1790000	West Siberia	7796.0	2444.0	5352.0
scaffold_1	1780000	1790000	admixed	7637.0	2374.0	5263.0
scaffold_1	1790000	1800000	Central Europe	6019.0	2784.0	3235.0
scaffold_1	1790000	1800000	East Siberia	7669.0	2825.0	4844.0
scaffold_1	1790000	1800000	Karelia	8288.0	2757.0	5531.0
scaffold_1	1790000	1800000	MIX Amur Basin	7627.0	2504.0	5123.0
scaffold_1	1790000	1800000	MIX Central Siberia	7492.0	2739.0	4753.0
scaffold_1	1790000	1800000	MIX Sibiryakov Island	8047.0	2700.0	5347.0
scaffold_1	1790000	1800000	North America	7569.0	2774.0	4795.0
scaffold_1	1790000	1800000	Northern Ural	7047.0	2722.0	4325.0
scaffold_1	1790000	1800000	Scandinavia	7826.0	2774.0	5052.0
scaffold_1	1790000	1800000	Siberia SC	8278.0	2732.0	5546.0
scaffold_1	1790000	1800000	West Siberia	7929.0	2806.0	5123.0
scaffold_1	1790000	1800000	admixed	7861.0	2736.0	5125.0
scaffold_1	1800000	1810000	Central Europe	6424.0	3431.0	2993.0
scaffold_1	1800000	1810000	East Siberia	7691.0	3470.0	4221.0
scaffold_1	1800000	1810000	Karelia	8409.0	3463.0	4946.0
scaffold_1	1800000	1810000	MIX Amur Basin	7567.0	3099.0	4468.0
scaffold_1	1800000	1810000	MIX Central Siberia	7552.0	3404.0	4148.0
scaffold_1	1800000	1810000	MIX Sibiryakov Island	8172.0	3347.0	4825.0
scaffold_1	1800000	1810000	North America	7682.0	3413.0	4269.0
scaffold_1	1800000	1810000	Northern Ural	7224.0	3370.0	3854.0
scaffold_1	1800000	1810000	Scandinavia	7510.0	3424.0	4086.0
scaffold_1	1800000	1810000	Siberia SC	8501.0	3394.0	5107.0
scaffold_1	1800000	1810000	West Siberia	7876.0	3458.0	4418.0
scaffold_1	1800000	1810000	admixed	8011.0	3397.0	4614.0
scaffold_1	1810000	1820000	Central Europe	6307.0	3315.0	2992.0
scaffold_1	1810000	1820000	East Siberia	7716.0	3360.0	4356.0
scaffold_1	1810000	1820000	Karelia	8465.0	3361.0	5104.0
scaffold_1	1810000	1820000	MIX Amur Basin	7853.0	2995.0	4858.0
scaffold_1	1810000	1820000	MIX Central Siberia	7486.0	3284.0	4202.0
scaffold_1	1810000	1820000	MIX Sibiryakov Island	8219.0	3238.0	4981.0
scaffold_1	1810000	1820000	North America	7899.0	3266.0	4633.0
scaffold_1	1810000	1820000	Northern Ural	7369.0	3261.0	4108.0
scaffold_1	1810000	1820000	Scandinavia	7848.0	3304.0	4544.0
scaffold_1	1810000	1820000	Siberia SC	8630.0	3264.0	5366.0
scaffold_1	1810000	1820000	West Siberia	8133.0	3356.0	4777.0
scaffold_1	1810000	1820000	admixed	8171.0	3279.0	4892.0
scaffold_1	1820000	1830000	Central Europe	7484.0	4330.0	3154.0
scaffold_1	1820000	1830000	East Siberia	8218.0	4361.0	3857.0
scaffold_1	1820000	1830000	Karelia	6684.0	2923.0	3761.0
scaffold_1	1820000	1830000	MIX Amur Basin	8180.0	3884.0	4296.0
scaffold_1	1820000	1830000	MIX Central Siberia	8207.0	4254.0	3953.0
scaffold_1	1820000	1830000	MIX Sibiryakov Island	8678.0	4152.0	4526.0
scaffold_1	1820000	1830000	North America	8010.0	4328.0	3682.0
scaffold_1	1820000	1830000	Northern Ural	7875.0	4261.0	3614.0
scaffold_1	1820000	1830000	Scandinavia	8354.0	4325.0	4029.0
scaffold_1	1820000	1830000	Siberia SC	8866.0	4294.0	4572.0
scaffold_1	1820000	1830000	West Siberia	8547.0	4352.0	4195.0
scaffold_1	1820000	1830000	admixed	8593.0	4295.0	4298.0
scaffold_1	1830000	1840000	Central Europe	6867.0	4722.0	2145.0
scaffold_1	1830000	1840000	East Siberia	7596.0	4823.0	2773.0
scaffold_1	1830000	1840000	Karelia	6712.0	3597.0	3115.0
scaffold_1	1830000	1840000	MIX Amur Basin	6646.0	3938.0	2708.0
scaffold_1	1830000	1840000	MIX Central Siberia	7031.0	4130.0	2901.0
scaffold_1	1830000	1840000	MIX Sibiryakov Island	6222.0	3068.0	3154.0
scaffold_1	1830000	1840000	North America	7463.0	4797.0	2666.0
scaffold_1	1830000	1840000	Northern Ural	6743.0	4113.0	2630.0
scaffold_1	1830000	1840000	Scandinavia	6899.0	4204.0	2695.0
scaffold_1	1830000	1840000	Siberia SC	8577.0	5237.0	3340.0
scaffold_1	1830000	1840000	West Siberia	7000.0	4106.0	2894.0
scaffold_1	1830000	1840000	admixed	7467.0	4402.0	3065.0
scaffold_1	1840000	1850000	Central Europe	7955.0	4989.0	2966.0
scaffold_1	1840000	1850000	East Siberia	8908.0	5059.0	3849.0
scaffold_1	1840000	1850000	Karelia	8518.0	4455.0	4063.0
scaffold_1	1840000	1850000	MIX Amur Basin	8081.0	4468.0	3613.0
scaffold_1	1840000	1850000	MIX Central Siberia	8483.0	4814.0	3669.0
scaffold_1	1840000	1850000	MIX Sibiryakov Island	8304.0	4359.0	3945.0
scaffold_1	1840000	1850000	North America	8394.0	4811.0	3583.0
scaffold_1	1840000	1850000	Northern Ural	8150.0	4626.0	3524.0
scaffold_1	1840000	1850000	Scandinavia	8629.0	4811.0	3818.0
scaffold_1	1840000	1850000	Siberia SC	9049.0	4983.0	4066.0
scaffold_1	1840000	1850000	West Siberia	8701.0	4810.0	3891.0
scaffold_1	1840000	1850000	admixed	8724.0	4978.0	3746.0
scaffold_1	1850000	1860000	Central Europe	6796.0	4305.0	2491.0
scaffold_1	1850000	1860000	East Siberia	8459.0	4436.0	4023.0
scaffold_1	1850000	1860000	Karelia	8486.0	4008.0	4478.0
scaffold_1	1850000	1860000	MIX Amur Basin	7027.0	3054.0	3973.0
scaffold_1	1850000	1860000	MIX Central Siberia	7497.0	3583.0	3914.0
scaffold_1	1850000	1860000	MIX Sibiryakov Island	7812.0	3506.0	4306.0
scaffold_1	1850000	1860000	North America	8079.0	4303.0	3776.0
scaffold_1	1850000	1860000	Northern Ural	7535.0	3878.0	3657.0
scaffold_1	1850000	1860000	Scandinavia	8078.0	4198.0	3880.0
scaffold_1	1850000	1860000	Siberia SC	8848.0	4369.0	4479.0
scaffold_1	1850000	1860000	West Siberia	7962.0	3997.0	3965.0
scaffold_1	1850000	1860000	admixed	8510.0	4260.0	4250.0
scaffold_1	1860000	1870000	Central Europe	7342.0	4436.0	2906.0
scaffold_1	1860000	1870000	East Siberia	8455.0	4485.0	3970.0
scaffold_1	1860000	1870000	Karelia	8824.0	4482.0	4342.0
scaffold_1	1860000	1870000	MIX Amur Basin	7983.0	3978.0	4005.0
scaffold_1	1860000	1870000	MIX Central Siberia	8213.0	4409.0	3804.0
scaffold_1	1860000	1870000	MIX Sibiryakov Island	8606.0	4379.0	4227.0
scaffold_1	1860000	1870000	North America	8436.0	4429.0	4007.0
scaffold_1	1860000	1870000	Northern Ural	8102.0	4383.0	3719.0
scaffold_1	1860000	1870000	Scandinavia	8430.0	4429.0	4001.0
scaffold_1	1860000	1870000	Siberia SC	8726.0	4385.0	4341.0
scaffold_1	1860000	1870000	West Siberia	8587.0	4471.0	4116.0
scaffold_1	1860000	1870000	admixed	8600.0	4404.0	4196.0
scaffold_1	1870000	1880000	Central Europe	6581.0	3563.0	3018.0
scaffold_1	1870000	1880000	East Siberia	8004.0	3597.0	4407.0
scaffold_1	1870000	1880000	Karelia	8307.0	3577.0	4730.0
scaffold_1	1870000	1880000	MIX Amur Basin	7430.0	3161.0	4269.0
scaffold_1	1870000	1880000	MIX Central Siberia	7707.0	3497.0	4210.0
scaffold_1	1870000	1880000	MIX Sibiryakov Island	8056.0	3463.0	4593.0
scaffold_1	1870000	1880000	North America	8003.0	3541.0	4462.0
scaffold_1	1870000	1880000	Northern Ural	7447.0	3467.0	3980.0
scaffold_1	1870000	1880000	Scandinavia	7984.0	3550.0	4434.0
scaffold_1	1870000	1880000	Siberia SC	8414.0	3496.0	4918.0
scaffold_1	1870000	1880000	West Siberia	8119.0	3576.0	4543.0
scaffold_1	1870000	1880000	admixed	8146.0	3513.0	4633.0
scaffold_1	1880000	1890000	Central Europe	7799.0	5126.0	2673.0
scaffold_1	1880000	1890000	East Siberia	8534.0	5164.0	3370.0
scaffold_1	1880000	1890000	Karelia	8811.0	5067.0	3744.0
scaffold_1	1880000	1890000	MIX Amur Basin	7687.0	4443.0	3244.0
scaffold_1	1880000	1890000	MIX Central Siberia	8322.0	5085.0	3237.0
scaffold_1	1880000	1890000	MIX Sibiryakov Island	8393.0	4924.0	3469.0
scaffold_1	1880000	1890000	North America	8379.0	5017.0	3362.0
scaffold_1	1880000	1890000	Northern Ural	8237.0	5049.0	3188.0
scaffold_1	1880000	1890000	Scandinavia	8536.0	5121.0	3415.0
scaffold_1	1880000	1890000	Siberia SC	8949.0	5087.0	3862.0
scaffold_1	1880000	1890000	West Siberia	8533.0	5125.0	3408.0
scaffold_1	1880000	1890000	admixed	8653.0	5084.0	3569.0
scaffold_1	1890000	1900000	Central Europe	6578.0	4002.0	2576.0
scaffold_1	1890000	1900000	East Siberia	7407.0	4133.0	3274.0
scaffold_1	1890000	1900000	Karelia	8437.0	3951.0	4486.0
scaffold_1	1890000	1900000	MIX Amur Basin	7253.0	3361.0	3892.0
scaffold_1	1890000	1900000	MIX Central Siberia	7420.0	3836.0	3584.0
scaffold_1	1890000	1900000	MIX Sibiryakov Island	7788.0	3655.0	4133.0
scaffold_1	1890000	1900000	North America	7428.0	3667.0	3761.0
scaffold_1	1890000	1900000	Northern Ural	7159.0	3839.0	3320.0
scaffold_1	1890000	1900000	Scandinavia	7449.0	3995.0	3454.0
scaffold_1	1890000	1900000	Siberia SC	8689.0	4057.0	4632.0
scaffold_1	1890000	1900000	West Siberia	7499.0	3804.0	3695.0
scaffold_1	1890000	1900000	admixed	8022.0	4044.0	3978.0
scaffold_1	1900000	1910000	Central Europe	7164.0	5062.0	2102.0
scaffold_1	1900000	1910000	East Siberia	7789.0	4798.0	2991.0
scaffold_1	1900000	1910000	Karelia	5474.0	2990.0	2484.0
scaffold_1	1900000	1910000	MIX Amur Basin	7015.0	3701.0	3314.0
scaffold_1	1900000	1910000	MIX Central Siberia	7795.0	4909.0	2886.0
scaffold_1	1900000	1910000	MIX Sibiryakov Island	5043.0	2762.0	2281.0
scaffold_1	1900000	1910000	North America	7034.0	4168.0	2866.0
scaffold_1	1900000	1910000	Northern Ural	7246.0	4301.0	2945.0
scaffold_1	1900000	1910000	Scandinavia	7474.0	4324.0	3150.0
scaffold_1	1900000	1910000	Siberia SC	7979.0	4356.0	3623.0
scaffold_1	1900000	1910000	West Siberia	8197.0	4971.0	3226.0
scaffold_1	1900000	1910000	admixed	7682.0	4458.0	3224.0
scaffold_1	1910000	1920000	Central Europe	7066.0	4350.0	2716.0
scaffold_1	1910000	1920000	East Siberia	8415.0	4380.0	4035.0
scaffold_1	1910000	1920000	Karelia	7413.0	3672.0	3741.0
scaffold_1	1910000	1920000	MIX Amur Basin	7588.0	3686.0	3902.0
scaffold_1	1910000	1920000	MIX Central Siberia	7908.0	4012.0	3896.0
scaffold_1	1910000	1920000	MIX Sibiryakov Island	6845.0	3340.0	3505.0
scaffold_1	1910000	1920000	North America	8189.0	4326.0	3863.0
scaffold_1	1910000	1920000	Northern Ural	7717.0	4143.0	3574.0
scaffold_1	1910000	1920000	Scandinavia	8163.0	4339.0	3824.0
scaffold_1	1910000	1920000	Siberia SC	8707.0	4309.0	4398.0
scaffold_1	1910000	1920000	West Siberia	7777.0	4029.0	3748.0
scaffold_1	1910000	1920000	admixed	8505.0	4301.0	4204.0
scaffold_1	1920000	1930000	Central Europe	6789.0	4048.0	2741.0
scaffold_1	1920000	1930000	East Siberia	8237.0	4088.0	4149.0
scaffold_1	1920000	1930000	Karelia	8736.0	3979.0	4757.0
scaffold_1	1920000	1930000	MIX Amur Basin	7819.0	3553.0	4266.0
scaffold_1	1920000	1930000	MIX Central Siberia	8137.0	3980.0	4157.0
scaffold_1	1920000	1930000	MIX Sibiryakov Island	8440.0	3867.0	4573.0
scaffold_1	1920000	1930000	North America	8155.0	4025.0	4130.0
scaffold_1	1920000	1930000	Northern Ural	7969.0	3942.0	4027.0
scaffold_1	1920000	1930000	Scandinavia	8155.0	4032.0	4123.0
scaffold_1	1920000	1930000	Siberia SC	8719.0	4008.0	4711.0
scaffold_1	1920000	1930000	West Siberia	8504.0	4068.0	4436.0
scaffold_1	1920000	1930000	admixed	8403.0	4013.0	4390.0
scaffold_1	1930000	1940000	Central Europe	6668.0	3997.0	2671.0
scaffold_1	1930000	1940000	East Siberia	8022.0	4049.0	3973.0
scaffold_1	1930000	1940000	Karelia	8559.0	4049.0	4510.0
scaffold_1	1930000	1940000	MIX Amur Basin	7558.0	3531.0	4027.0
scaffold_1	1930000	1940000	MIX Central Siberia	7892.0	3970.0	3922.0
scaffold_1	1930000	1940000	MIX Sibiryakov Island	8144.0	3865.0	4279.0
scaffold_1	1930000	1940000	North America	7986.0	3988.0	3998.0
scaffold_1	1930000	1940000	Northern Ural	7644.0	3942.0	3702.0
scaffold_1	1930000	1940000	Scandinavia	7962.0	3988.0	3974.0
scaffold_1	1930000	1940000	Siberia SC	8624.0	3954.0	4670.0
scaffold_1	1930000	1940000	West Siberia	8060.0	4040.0	4020.0
scaffold_1	1930000	1940000	admixed	8146.0	3969.0	4177.0
